# Rime user dictionary
#@/db_name	pinyin_simp.userdb
#@/db_type	userdb
#@/rime_version	1.4.0
#@/tick	1382
#@/user_id	f1c9d795-0135-4a3d-9b4c-a295cde06be4
a 	啊	c=0 d=0.158872 t=1382
shu ji 	书记	c=1 d=0.0102549 t=1382
shu ju 	数据	c=1 d=0.082085 t=1382
shu pai 	竖排	c=1 d=0.00210172 t=1382
shu ru 	输入	c=1 d=0.00189223 t=1382
shu ru fa 	输入法	c=1 d=1 t=1342
shu xu guan 	鼠须管	c=9 d=2.85765 t=1382
shua xin 	刷新	c=1 d=0.26054 t=1382
shuang pin 	双拼	c=2 d=0.00327695 t=1382
shuo 	说	c=2 d=0.0232642 t=1382
shuo le 	说了	c=1 d=0.0105145 t=1382
shuo ming 	说明	c=2 d=0.795097 t=1382
si 	丝	c=1 d=0.164474 t=1382
si hu 	似乎	c=2 d=0.0930463 t=1382
si juan 	丝绢	c=1 d=0.0739031 t=1382
sou gou 	搜狗	c=1 d=0.882497 t=1382
sui shu 	岁数	c=1 d=0.460704 t=1382
ta 	他	c=2 d=0.0143461 t=1382
ta 	她	c=1 d=0.0448245 t=1382
ti dai 	替代	c=1 d=0.00246639 t=1382
ti gong 	提供	c=2 d=0.0883253 t=1382
ti huan 	替换	c=1 d=0.524663 t=1382
ti qian 	提前	c=1 d=0.0156076 t=1382
ti xing 	提醒	c=1 d=0.0146986 t=1382
ti zhi 	体制	c=0 d=0.0157237 t=1382
ti zhi fu hua 	体制腐化	c=1 d=0.158025 t=1382
tiao jiao 	调教	c=1 d=0.965605 t=1382
ting hao 	挺好	c=1 d=0.0020396 t=1382
ting ke 	听课	c=1 d=0.0014018 t=1382
ting kuai 	挺快	c=1 d=0.00140882 t=1382
tong 	通	c=1 d=0.0119145 t=1382
tong guo 	通过	c=2 d=0.500623 t=1382
tong ming 	同名	c=1 d=0.0234005 t=1382
tong xue 	同学	c=1 d=0.00412784 t=1382
tong yang 	同样	c=1 d=0.00404611 t=1382
tu 	图	c=1 d=0.0361528 t=1382
tu 	涂	c=1 d=0.0468877 t=1382
tu chuang 	图床	c=2 d=0.006913 t=1382
tu ci 	图次	c=1 d=0.00198925 t=1382
tu pian 	图片	c=3 d=1.0577 t=1382
tui chu 	退出	c=1 d=0.26982 t=1382
tui jian 	推荐	c=2 d=0.282466 t=1382
wan 	完	c=2 d=0.976436 t=1382
wan cheng 	完成	c=1 d=0.00835412 t=1382
wan li 	万历	c=1 d=0.0987662 t=1382
wan quan 	完全	c=1 d=0.00151098 t=1382
wan shan 	完善	c=1 d=0.0372538 t=1382
wan zheng 	完整	c=0 d=0.1 t=1343
wan zheng pei zhi 	完整配置	c=1 d=1 t=1344
wang cai 	旺财	c=1 d=0.00138785 t=1382
wang chao 	王朝	c=1 d=0.128093 t=1382
wang luo 	网络	c=0 d=0.1 t=1371
wang luo bu hao 	网络不好	c=1 d=1 t=1372
wei 	为	c=6 d=0.227107 t=1382
wei 	位	c=1 d=0.0505395 t=1382
wei bo 	微博	c=1 d=0.00522135 t=1382
wei bo 	微播	c=1 d=0.00470091 t=1382
wei ruan 	微软	c=1 d=0.117068 t=1382
wei shen me 	为什么	c=2 d=0.892837 t=1382
wei sheng 	卫生	c=1 d=0.0257325 t=1382
wei xin 	微信	c=1 d=1 t=1328
wen ben 	文本	c=1 d=1 t=1340
wen da 	问答	c=1 d=0.00941925 t=1382
wen dang 	文档	c=1 d=0.00786762 t=1382
wen jian jia 	文件夹	c=1 d=0.00321477 t=1382
wen ti 	问题	c=3 d=0.726315 t=1382
wen wen 	问问	c=1 d=0.00366107 t=1382
wen yi 	瘟疫	c=1 d=0.174645 t=1382
wen zhang 	文章	c=8 d=1.07924 t=1382
wen zi 	文字	c=1 d=0.606531 t=1382
wo 	我	c=25 d=6.47428 t=1382
wo bu zhi dao a 	我不知道啊	c=1 d=0.99005 t=1382
wo bu zhi dao zhe ge dao di zen me yong 	我不知道这个到底怎么用	c=1 d=1 t=1326
wo bu zhi dao zhe ge zen me xie 	我不知道这个怎么写	c=1 d=1 t=1346
wo de 	我的	c=0 d=0.1 t=1326
wo jue de 	我觉得	c=1 d=0.00217138 t=1382
wo jue de jiu shi zhe yang jiu shi 	我觉得就是这样就是	c=1 d=0.00202943 t=1382
wo men 	我们	c=1 d=0.453845 t=1382
wo zhe li 	我这里	c=1 d=1 t=1367
wu 	伍	c=1 d=0.00990218 t=1382
wu 	吴	c=0 d=0.000848038 t=1382
wu 	无	c=0 d=0.012307 t=1382
wu 	舞	c=0 d=0.00526021 t=1382
wu a yi 	吴阿姨	c=4 d=0.451176 t=1382
wu dao 	舞蹈	c=2 d=0.553394 t=1382
wu fa 	无法	c=1 d=0.826959 t=1382
wu li 	物理	c=1 d=0.00697795 t=1382
xi chang 	细长	c=2 d=0.0378558 t=1382
xi guan 	习惯	c=1 d=0.00831246 t=1382
xi huan 	喜欢	c=1 d=0.00687406 t=1382
xi ju 	戏剧	c=1 d=0.130029 t=1382
xi lie 	系列	c=1 d=0.285076 t=1382
xi ti 	习题	c=1 d=0.210136 t=1382
xi tong 	系统	c=1 d=0.117655 t=1382
xia 	下	c=3 d=0.743698 t=1382
xia zai 	下载	c=2 d=0.00663364 t=1382
xian 	先	c=5 d=1.39563 t=1382
xian shi 	显示	c=1 d=0.00211225 t=1382
xian wei jing 	显微镜	c=2 d=0.72407 t=1382
xian zai 	现在	c=1 d=0.021068 t=1382
xiang 	像	c=1 d=0.121238 t=1382
xiang 	想	c=3 d=0.303487 t=1382
xiang 	相	c=1 d=0.00358858 t=1382
xiang guan 	相关	c=2 d=0.319547 t=1382
xiang yao 	想要	c=1 d=0.00442715 t=1382
xiao 	小	c=3 d=0.147844 t=1382
xiao guo 	效果	c=1 d=0.13068 t=1382
xiao he 	小鹤	c=1 d=0.00170362 t=1382
xiao jing xi 	小惊喜	c=1 d=0.00421123 t=1382
xiao lin 	小林	c=1 d=0.440432 t=1382
xiao rong 	笑容	c=1 d=0.0605068 t=1382
xiao shuo 	小说	c=1 d=0.119725 t=1382
xiao tu pian 	小图片	c=1 d=1 t=1378
xie 	些	c=1 d=0.0105672 t=1382
xie 	写	c=9 d=1.9738 t=1382
xie de 	写得	c=1 d=0.0769192 t=1382
xie hui 	协会	c=2 d=0.0194999 t=1382
xie wen 	写文	c=1 d=0.00423234 t=1382
xie zai 	卸载	c=1 d=0.00151855 t=1382
xie zuo 	写作	c=4 d=0.411139 t=1382
xin 	新	c=1 d=0.697676 t=1382
xin liu 	心流	c=1 d=0.00384878 t=1382
xing qiu 	星球	c=2 d=1.25762 t=1382
xiu gai 	修改	c=3 d=1.43957 t=1382
xu gou 	虚构	c=1 d=0.099839 t=1382
xu ming 	虚名	c=0 d=0.0148823 t=1382
xu shi 	叙事	c=1 d=0.103312 t=1382
xu yao 	需要	c=1 d=0.00298248 t=1382
xuan 	宣	c=1 d=0.242926 t=1382
xue hui 	学会	c=1 d=0.0523397 t=1382
xue wan 	学玩	c=1 d=0.280832 t=1382
ya 	呀	c=2 d=0.465013 t=1382
yan ran 	俨然	c=1 d=0.0968105 t=1382
yang cheng 	养成	c=1 d=0.0081887 t=1382
yang shi 	样式	c=1 d=0.00343067 t=1382
yao 	要	c=4 d=0.545496 t=1382
yao chang 	要长	c=1 d=0.092089 t=1382
ye 	也	c=3 d=0.467361 t=1382
ye nan 	也难	c=1 d=0.185444 t=1382
ye shi 	野史	c=1 d=0.121846 t=1382
ye zhi 	也只	c=1 d=0.0862936 t=1382
ye zi 	叶子	c=2 d=0.0376669 t=1382
yi 	一	c=3 d=0.360112 t=1382
yi 	已	c=3 d=1.03378 t=1382
yi ban 	一般	c=4 d=0.824172 t=1382
yi ben 	一本	c=2 d=0.184893 t=1382
yi bu 	一部	c=1 d=0.0237541 t=1382
yi bu fen 	一部分	c=1 d=0.00247875 t=1382
yi dan 	一旦	c=1 d=0.00486835 t=1382
yi ding 	一定	c=2 d=0.0109282 t=1382
yi ge 	一个	c=1 d=0.0590129 t=1382
yi jing 	已经	c=3 d=0.346108 t=1382
yi kan 	已看	c=1 d=0.603506 t=1382
yi kou qi 	一口气	c=1 d=0.0746459 t=1382
yi shou 	一首	c=0 d=0.00239928 t=1382
yi si 	意思	c=1 d=0.00402593 t=1382
yi tiao 	一条	c=2 d=0.592329 t=1382
yi tong guo 	已通过	c=1 d=0.67368 t=1382
yi wei 	一位	c=1 d=0.00694315 t=1382
yi xia 	一下	c=5 d=1.40694 t=1382
yi xia 	以下	c=1 d=0.153355 t=1382
yi xiao jian da 	以小见大	c=1 d=0.108067 t=1382
yi yang 	一样	c=1 d=0.0330412 t=1382
yi yuan 	医院	c=1 d=0.00256704 t=1382
yi zhan 	驿站	c=1 d=0.0401553 t=1382
yi zhong 	一种	c=2 d=0.0141413 t=1382
yi zhou 	一周	c=1 d=0.071719 t=1382
yin huan 	隐患	c=1 d=0.0584257 t=1382
yin ren ru sheng 	引人入胜	c=1 d=0.0773047 t=1382
yin xiang 	印象	c=1 d=0.0244775 t=1382
yin yong 	引用	c=1 d=0.08291 t=1382
ying shi 	影视	c=1 d=0.154124 t=1382
ying wen 	英文	c=1 d=0.00190171 t=1382
yong 	用	c=4 d=0.0226508 t=1382
you 	有	c=4 d=0.765175 t=1382
you hua 	优化	c=1 d=0.00172074 t=1382
you kong 	有空	c=1 d=0.0125254 t=1382
you mei you 	有没有	c=1 d=0.416862 t=1382
you mu lu 	有目录	c=1 d=0.0689068 t=1382
you qu 	又去	c=1 d=0.0315873 t=1382
you qu 	有趣	c=2 d=0.751617 t=1382
yu 	与	c=2 d=0.0838849 t=1382
yuan cheng 	远程	c=2 d=1.98511 t=1365
yuan cheng kong zhi 	远程控制	c=0 d=0.1 t=1370
yue 	约	c=3 d=0.0312058 t=1382
yun yong 	运用	c=1 d=0.00663763 t=1382
za ban 	咋办	c=1 d=0.017163 t=1382
zai 	再	c=6 d=1.1241 t=1382
zai 	在	c=11 d=0.7039 t=1382
zai yu 	在于	c=1 d=0.110251 t=1382
ze 	则	c=1 d=0.128735 t=1382
zen me 	怎么	c=0 d=0.193707 t=1349
zen me fan ye a 	怎么翻页啊	c=1 d=1 t=1350
zen me xie 	怎么写	c=0 d=0.1 t=1345
zen me yong 	怎么用	c=0 d=0.1 t=1325
zeng 	曾	c=1 d=0.701173 t=1382
zhan 	站	c=2 d=0.0815898 t=1382
zhao 	找	c=1 d=0.0103063 t=1382
zhao gu 	照顾	c=1 d=0.0277367 t=1382
zhao ji 	着急	c=1 d=0.204948 t=1382
zhao pian 	照片	c=1 d=0.0131675 t=1382
zhe 	着	c=2 d=0.0886191 t=1382
zhe 	者	c=2 d=0.0989835 t=1382
zhe 	这	c=1 d=0.0526867 t=1382
zhe fen 	这份	c=1 d=0.591555 t=1382
zhe ge 	这个	c=3 d=0.208265 t=1382
zhe li 	这里	c=0 d=0.1 t=1366
zhe pian 	这篇	c=2 d=0.348036 t=1382
zhe teng 	折腾	c=1 d=0.946485 t=1382
zhe wei 	这位	c=3 d=0.851956 t=1382
zhe xie 	这些	c=1 d=0.491644 t=1382
zhe yang 	这样	c=2 d=0.445326 t=1382
zhe yi shou 	这一首	c=1 d=0.0241131 t=1382
zhe zhang 	这张	c=1 d=0.529935 t=1382
zhe zhong 	这种	c=2 d=0.0576987 t=1382
zhen 	真	c=1 d=0.00133343 t=1382
zhen de 	真的	c=2 d=0.00314156 t=1382
zhen tan 	侦探	c=0 d=0.00780817 t=1382
zhen tan xiao shuo 	侦探小说	c=1 d=0.0784731 t=1382
zheng 	正	c=1 d=0.0478349 t=1382
zheng fa 	政法	c=1 d=0.0135686 t=1382
zheng ge 	整个	c=1 d=0.283654 t=1382
zheng li 	整理	c=1 d=0.00538036 t=1382
zheng qu 	争取	c=1 d=0.00427488 t=1382
zheng shi 	正史	c=1 d=0.118837 t=1382
zhi 	之	c=1 d=0.141564 t=1382
zhi 	只	c=1 d=0.100259 t=1382
zhi dao 	知道	c=2 d=1.5007 t=1382
zhi hou 	之后	c=1 d=0.00167826 t=1382
zhi jie 	直接	c=5 d=0.0115823 t=1382
zhi kan 	只看	c=1 d=0.0236356 t=1382
zhi shi 	知识	c=2 d=0.65159 t=1382
zhi shi xing qiu 	知识星球	c=1 d=0.0096577 t=1382
zhi shu 	指数	c=1 d=0.0731678 t=1382
zhi wu 	植物	c=2 d=0.0424423 t=1382
zhi xu 	只需	c=1 d=0.0138427 t=1382
zhi you 	只有	c=2 d=0.0535921 t=1382
zhi yuan 	志愿	c=2 d=0.0984898 t=1382
zhi yuan zhe 	志愿者	c=7 d=0.264837 t=1382
zhong 	中	c=3 d=0.325373 t=1382
zhong 	忠	c=1 d=0.18452 t=1382
zhong 	重	c=2 d=0.207702 t=1382
zhong ying wen 	中英文	c=1 d=0.00275318 t=1382
zhou bao 	周报	c=5 d=0.0349219 t=1382
zhou bian 	周边	c=1 d=0.00449405 t=1382
zhou wu 	周五	c=1 d=0.00887071 t=1382
zhu 	猪	c=1 d=0.00226541 t=1382
zhu chi 	主持	c=1 d=0.00360656 t=1382
zhu hai 	珠海	c=3 d=0.524468 t=1382
zhu shi 	注释	c=3 d=0.00875613 t=1382
zhu yi 	注意	c=1 d=0.429557 t=1382
zhu zuo 	著作	c=1 d=0.0850088 t=1382
zhuan men 	专门	c=1 d=0.0253494 t=1382
zhuan zhi 	转制	c=1 d=0.0685632 t=1382
zhuang 	状	c=1 d=0.0186856 t=1382
zhun que 	准确	c=1 d=0.00631391 t=1382
zi ding yi 	自定义	c=1 d=0.704688 t=1382
zi dong 	自动	c=1 d=0.00327971 t=1382
zi ji 	自己	c=2 d=0.955976 t=1382
zi ku 	字库	c=3 d=1.25648 t=1382
zi liao 	资料	c=1 d=0.0812682 t=1382
zi se 	紫色	c=1 d=0.0196437 t=1382
zi ti 	字体	c=0 d=0.1 t=1328
zi ti da xiao 	字体大小	c=2 d=2.03605 t=1336
zi ti da xiao zen me pei zhi an 	字体大小怎么配置案	c=1 d=1 t=1337
zong 	宗	c=1 d=0.162026 t=1382
zong 	纵	c=1 d=0.158817 t=1382
zong guan 	纵观	c=1 d=0.12493 t=1382
zu gou 	足够	c=2 d=0.325806 t=1382
zu zhi 	组织	c=1 d=0.0415857 t=1382
zui hao 	最好	c=1 d=0.00223168 t=1382
zui mei 	最美	c=2 d=0.295846 t=1382
zui wei 	最为	c=1 d=0.00451658 t=1382
zui zao 	最早	c=1 d=0.0309618 t=1382
zuo 	做	c=2 d=0.104069 t=1382
zuo fa 	做法	c=1 d=0.00719046 t=1382
zuo tian 	昨天	c=1 d=0.0102037 t=1382
zuo wei 	作为	c=2 d=0.0123215 t=1382
zuo you 	左右	c=1 d=0.0115047 t=1382
zuo zhe 	作者	c=1 d=0.00701293 t=1382
